Loading norms and the citation graph...
  960 eligible norms (deontic in {'COMPETENCE', 'OBLIGATION', 'PROHIBITION'}, addressee_type known)
  embedding 960 norms for semantic candidate matching (model: text-embedding-3-small, top-8)...
  5649 semantic-similarity index pair(s) found
  3023 candidate pair(s) after addressee_type gate + (graph adjacency OR trigger-keyword match OR semantic similarity)
  1 resolved deterministically (no AI needed), 3022 need AI adjudication (duty_conflict/deontic_polarity_conflict)
  BWBR0040940 art.19 <-> BWBR0051796 art.7 -- competence_competition [High]
  [1523/3022] BWBR0040940 art.35 <-> 32016R0679 art.12 -- NOT_A_CONFLICT
  [1524/3022] BWBR0040940 art.40 <-> BWBR0009950 art.11.3 -- NOT_A_CONFLICT
  [1525/3022] BWBR0040940 art.35 <-> 32016R0679 art.15 -- NOT_A_CONFLICT
  [1526/3022] BWBR0040940 art.39 <-> 32016R0679 art.38 -- NOT_A_CONFLICT
  [1527/3022] BWBR0040940 art.39 <-> 32016R0679 art.39 -- NOT_A_CONFLICT
  [1528/3022] BWBR0040940 art.39 <-> 32016R0679 art.37 -- NOT_A_CONFLICT
  [1529/3022] BWBR0040940 art.35 <-> 32016R0679 art.12 -- NOT_A_CONFLICT
  [1530/3022] BWBR0040940 art.40 <-> 32016R0679 art.25 -- NOT_A_CONFLICT
  [1531/3022] BWBR0040940 art.40 <-> 32016R0679 art.22 -- NOT_A_CONFLICT
  [1532/3022] BWBR0040940 art.40 <-> 32016R0679 art.24 -- NOT_A_CONFLICT
  [1533/3022] BWBR0040940 art.40 <-> 32016R0679 art.24 -- NOT_A_CONFLICT
  [1534/3022] BWBR0040940 art.40 <-> 32016R0679 art.28 -- NOT_A_CONFLICT
  [1535/3022] BWBR0040940 art.40 <-> 32016R0679 art.25 -- NOT_A_CONFLICT
  [1536/3022] BWBR0040940 art.40 <-> 32016R0679 art.32 -- NOT_A_CONFLICT
  [1537/3022] BWBR0040940 art.30 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1538/3022] BWBR0040940 art.45 <-> 32016R0679 art.5 -- NOT_A_CONFLICT
  [1539/3022] BWBR0040940 art.45 <-> BWBR0051796 art.8 -- NOT_A_CONFLICT
  [1540/3022] BWBR0040940 art.45 <-> 32016R0679 art.49 -- NOT_A_CONFLICT
  [1541/3022] BWBR0040940 art.45 <-> 32016R0679 art.2 -- NOT_A_CONFLICT
  [1542/3022] BWBR0040940 art.45 <-> BWBR0048156 art.22c -- NOT_A_CONFLICT
  [1543/3022] BWBR0040940 art.48 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [1544/3022] BWBR0040940 art.45 <-> BWBR0051796 art.5 -- NOT_A_CONFLICT
  [1545/3022] BWBR0040940 art.48 <-> BWBR0009950 art.11.7a -- NOT_A_CONFLICT
  [1546/3022] BWBR0040940 art.48 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1547/3022] BWBR0048156 art.2 <-> BWBR0048156 art.2 -- NOT_A_CONFLICT
  [1548/3022] BWBR0048156 art.2 <-> BWBR0048156 art.2 -- NOT_A_CONFLICT
  [1549/3022] BWBR0048156 art.2 <-> BWBR0048156 art.3 -- NOT_A_CONFLICT
  [1550/3022] BWBR0048156 art.2 <-> BWBR0048156 art.3 -- NOT_A_CONFLICT
  [1551/3022] BWBR0048156 art.2 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1552/3022] BWBR0048156 art.2 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1553/3022] BWBR0048156 art.2 <-> BWBR0048156 art.3 -- NOT_A_CONFLICT
  [1554/3022] BWBR0048156 art.2 <-> BWBR0048156 art.3 -- NOT_A_CONFLICT
  [1555/3022] BWBR0048156 art.2 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1556/3022] BWBR0048156 art.2 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1557/3022] BWBR0048156 art.2 <-> BWBR0048156 art.3 -- NOT_A_CONFLICT
  [1558/3022] BWBR0048156 art.2 <-> BWBR0048156 art.2 -- NOT_A_CONFLICT
  [1559/3022] BWBR0048156 art.2 <-> BWBR0048156 art.3 -- NOT_A_CONFLICT
  [1560/3022] BWBR0048156 art.2 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1561/3022] BWBR0048156 art.2 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1562/3022] BWBR0048156 art.2 <-> BWBR0048156 art.3 -- NOT_A_CONFLICT
  [1563/3022] BWBR0048156 art.2 <-> BWBR0048156 art.3 -- NOT_A_CONFLICT
  [1564/3022] BWBR0048156 art.2 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1565/3022] BWBR0048156 art.2 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1566/3022] BWBR0048156 art.2 <-> BWBR0048156 art.3 -- NOT_A_CONFLICT
  [1567/3022] BWBR0048156 art.2 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1568/3022] BWBR0048156 art.2 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1569/3022] BWBR0048156 art.2 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1570/3022] BWBR0048156 art.2 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1571/3022] BWBR0048156 art.3 <-> BWBR0048156 art.3 -- NOT_A_CONFLICT
  [1572/3022] BWBR0048156 art.3 <-> BWBR0051796 art.5 -- NOT_A_CONFLICT
  [1573/3022] BWBR0048156 art.3 <-> BWBR0051796 art.8 -- NOT_A_CONFLICT
  [1574/3022] BWBR0048156 art.3 <-> BWBR0048156 art.3 -- NOT_A_CONFLICT
  [1575/3022] BWBR0048156 art.3 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1576/3022] BWBR0048156 art.3 <-> BWBR0009950 art.11.11 -- NOT_A_CONFLICT
  [1577/3022] BWBR0048156 art.3 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1578/3022] BWBR0048156 art.3 <-> 32016R0679 art.64 -- NOT_A_CONFLICT
  [1579/3022] BWBR0048156 art.3 <-> BWBR0048156 art.3 -- NOT_A_CONFLICT
  [1580/3022] BWBR0048156 art.3 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1581/3022] BWBR0048156 art.3 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1582/3022] BWBR0048156 art.3 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1583/3022] BWBR0048156 art.3 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1584/3022] BWBR0048156 art.3 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1585/3022] BWBR0048156 art.3 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1586/3022] BWBR0048156 art.3 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1587/3022] BWBR0048156 art.3 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1588/3022] BWBR0048156 art.3 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1589/3022] BWBR0048156 art.3 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1590/3022] BWBR0048156 art.5 <-> BWBR0048156 art.8 -- NOT_A_CONFLICT
  [1591/3022] BWBR0048156 art.4 <-> BWBR0048156 art.25 -- NOT_A_CONFLICT
  [1592/3022] BWBR0048156 art.5 <-> BWBR0048156 art.8 -- NOT_A_CONFLICT
  [1593/3022] BWBR0048156 art.4 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1594/3022] BWBR0048156 art.5 <-> BWBR0048156 art.10 -- NOT_A_CONFLICT
  [1595/3022] BWBR0048156 art.5 <-> BWBR0048156 art.14 -- NOT_A_CONFLICT
  [1596/3022] BWBR0048156 art.5 <-> BWBR0048156 art.11 -- NOT_A_CONFLICT
  [1597/3022] BWBR0048156 art.5 <-> BWBR0048156 art.14 -- NOT_A_CONFLICT
  [1598/3022] BWBR0048156 art.5 <-> BWBR0048156 art.14 -- NOT_A_CONFLICT
  [1599/3022] BWBR0048156 art.5 <-> BWBR0048156 art.15 -- NOT_A_CONFLICT
  [1600/3022] BWBR0048156 art.5 <-> BWBR0048156 art.15 -- NOT_A_CONFLICT
  [1601/3022] BWBR0048156 art.5 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1602/3022] BWBR0048156 art.5 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1603/3022] BWBR0048156 art.5 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1604/3022] BWBR0048156 art.5 <-> BWBR0048156 art.22 -- NOT_A_CONFLICT
  [1605/3022] BWBR0048156 art.5 <-> BWBR0048156 art.11 -- NOT_A_CONFLICT
  [1606/3022] BWBR0048156 art.5 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1607/3022] BWBR0048156 art.6 <-> BWBR0048156 art.6 -- NOT_A_CONFLICT
  [1608/3022] BWBR0048156 art.6 <-> BWBR0048156 art.15 -- NOT_A_CONFLICT
  [1609/3022] BWBR0048156 art.6 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1610/3022] BWBR0048156 art.6 <-> BWBR0048156 art.15 -- NOT_A_CONFLICT
  [1611/3022] BWBR0048156 art.6 <-> BWBR0048156 art.15 -- NOT_A_CONFLICT
  [1612/3022] BWBR0048156 art.6 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1613/3022] BWBR0048156 art.6 <-> BWBR0048156 art.15 -- NOT_A_CONFLICT
  [1614/3022] BWBR0048156 art.6 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1615/3022] BWBR0048156 art.6 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1616/3022] BWBR0048156 art.6 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1617/3022] BWBR0048156 art.6 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1618/3022] BWBR0048156 art.6 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1619/3022] BWBR0048156 art.6 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1620/3022] BWBR0048156 art.7 <-> BWBR0048156 art.25 -- NOT_A_CONFLICT
  [1621/3022] BWBR0048156 art.7 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1622/3022] BWBR0048156 art.7 <-> BWBR0048156 art.10 -- NOT_A_CONFLICT
  [1623/3022] BWBR0048156 art.8 <-> BWBR0048156 art.10 -- NOT_A_CONFLICT
  [1624/3022] BWBR0048156 art.8 <-> BWBR0048156 art.11 -- NOT_A_CONFLICT
  [1625/3022] BWBR0048156 art.8 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1626/3022] BWBR0048156 art.8 <-> BWBR0048156 art.8 -- NOT_A_CONFLICT
  [1627/3022] BWBR0048156 art.8 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1628/3022] BWBR0048156 art.8 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1629/3022] BWBR0048156 art.8 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1630/3022] BWBR0048156 art.8 <-> BWBR0048156 art.10 -- NOT_A_CONFLICT
  [1631/3022] BWBR0048156 art.8 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1632/3022] BWBR0048156 art.8 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1633/3022] BWBR0048156 art.8 <-> BWBR0009950 art.11.9 -- NOT_A_CONFLICT
  [1634/3022] BWBR0048156 art.8 <-> BWBR0048156 art.11 -- NOT_A_CONFLICT
  [1635/3022] BWBR0048156 art.8 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1636/3022] BWBR0048156 art.8 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1637/3022] BWBR0048156 art.8 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1638/3022] BWBR0048156 art.8 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1639/3022] BWBR0048156 art.8 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1640/3022] BWBR0048156 art.8 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1641/3022] BWBR0048156 art.8 <-> BWBR0009950 art.11.9 -- NOT_A_CONFLICT
  [1642/3022] BWBR0048156 art.8 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1643/3022] BWBR0048156 art.9 <-> BWBR0048156 art.11 -- NOT_A_CONFLICT
  [1644/3022] BWBR0048156 art.9 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1645/3022] BWBR0048156 art.9 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1646/3022] BWBR0048156 art.9 <-> BWBR0048156 art.9 -- NOT_A_CONFLICT
  [1647/3022] BWBR0048156 art.9 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1648/3022] BWBR0048156 art.9 <-> BWBR0048156 art.22 -- NOT_A_CONFLICT
  [1649/3022] BWBR0048156 art.9 <-> 32016R0679 art.43 -- NOT_A_CONFLICT
  [1650/3022] BWBR0048156 art.9 <-> BWBR0048156 art.25 -- NOT_A_CONFLICT
  [1651/3022] BWBR0048156 art.9 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1652/3022] BWBR0048156 art.9 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1653/3022] BWBR0048156 art.9 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1654/3022] BWBR0048156 art.9 <-> 32016R0679 art.43 -- NOT_A_CONFLICT
  [1655/3022] BWBR0048156 art.9 <-> 32016R0679 art.43 -- NOT_A_CONFLICT
  [1656/3022] BWBR0048156 art.9 <-> BWBR0048156 art.25 -- NOT_A_CONFLICT
  [1657/3022] BWBR0048156 art.9 <-> 32024R1689 art.29 -- NOT_A_CONFLICT
  [1658/3022] BWBR0048156 art.9 <-> 32024R1689 art.29 -- NOT_A_CONFLICT
  [1659/3022] BWBR0048156 art.10 <-> BWBR0048156 art.11 -- NOT_A_CONFLICT
  [1660/3022] BWBR0048156 art.10 <-> BWBR0051796 art.7 -- NOT_A_CONFLICT
  [1661/3022] BWBR0048156 art.10 <-> BWBR0048156 art.25 -- NOT_A_CONFLICT
  [1662/3022] BWBR0048156 art.10 <-> 32016R0679 art.32 -- NOT_A_CONFLICT
  [1663/3022] BWBR0048156 art.11 <-> BWBR0048156 art.14 -- NOT_A_CONFLICT
  [1664/3022] BWBR0048156 art.11 <-> BWBR0048156 art.14 -- NOT_A_CONFLICT
  [1665/3022] BWBR0048156 art.11 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1666/3022] BWBR0048156 art.11 <-> BWBR0048156 art.15 -- NOT_A_CONFLICT
  [1667/3022] BWBR0048156 art.11 <-> BWBR0048156 art.15 -- NOT_A_CONFLICT
  [1668/3022] BWBR0048156 art.11 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1669/3022] BWBR0048156 art.11 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1670/3022] BWBR0048156 art.11 <-> BWBR0048156 art.22 -- NOT_A_CONFLICT
  [1671/3022] BWBR0048156 art.11 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1672/3022] BWBR0048156 art.12 <-> BWBR0048156 art.13 -- NOT_A_CONFLICT
  [1673/3022] BWBR0048156 art.12 <-> BWBR0048156 art.14 -- NOT_A_CONFLICT
  [1674/3022] BWBR0048156 art.12 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1675/3022] BWBR0048156 art.12 <-> BWBR0048156 art.13 -- NOT_A_CONFLICT
  [1676/3022] BWBR0048156 art.11 <-> BWBR0048156 art.14 -- NOT_A_CONFLICT
  [1677/3022] BWBR0048156 art.12 <-> BWBR0048156 art.25 -- NOT_A_CONFLICT
  [1678/3022] BWBR0048156 art.12 <-> BWBR0048156 art.24 -- NOT_A_CONFLICT
  [1679/3022] BWBR0048156 art.13 <-> BWBR0048156 art.14 -- NOT_A_CONFLICT
  [1680/3022] BWBR0048156 art.13 <-> BWBR0048156 art.13 -- NOT_A_CONFLICT
  [1681/3022] BWBR0048156 art.13 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1682/3022] BWBR0048156 art.12 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1683/3022] BWBR0048156 art.12 <-> 32022L2555 art.26 -- NOT_A_CONFLICT
  [1684/3022] BWBR0048156 art.13 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1685/3022] BWBR0048156 art.13 <-> BWBR0048156 art.25 -- NOT_A_CONFLICT
  [1686/3022] BWBR0048156 art.13 <-> BWBR0048156 art.24 -- NOT_A_CONFLICT
  [1687/3022] BWBR0048156 art.13 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1688/3022] BWBR0048156 art.13 <-> BWBR0048156 art.14 -- NOT_A_CONFLICT
  [1689/3022] BWBR0048156 art.13 <-> BWBR0048156 art.25 -- NOT_A_CONFLICT
  [1690/3022] BWBR0048156 art.13 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1691/3022] BWBR0048156 art.13 <-> BWBR0048156 art.24 -- NOT_A_CONFLICT
  [1692/3022] BWBR0048156 art.14 <-> BWBR0048156 art.14 -- NOT_A_CONFLICT
  [1693/3022] BWBR0048156 art.14 <-> BWBR0048156 art.15 -- NOT_A_CONFLICT
  [1694/3022] BWBR0048156 art.14 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1695/3022] BWBR0048156 art.14 <-> BWBR0048156 art.15 -- NOT_A_CONFLICT
  [1696/3022] BWBR0048156 art.14 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1697/3022] BWBR0048156 art.14 <-> BWBR0048156 art.14 -- NOT_A_CONFLICT
  [1698/3022] BWBR0048156 art.14 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [1699/3022] BWBR0048156 art.14 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1700/3022] BWBR0048156 art.14 <-> BWBR0048156 art.22 -- NOT_A_CONFLICT
  [1701/3022] BWBR0048156 art.14 <-> BWBR0048156 art.14 -- NOT_A_CONFLICT
  [1702/3022] BWBR0048156 art.14 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1703/3022] BWBR0048156 art.14 <-> BWBR0048156 art.15 -- NOT_A_CONFLICT
  [1704/3022] BWBR0048156 art.14 <-> BWBR0048156 art.15 -- NOT_A_CONFLICT
  [1705/3022] BWBR0048156 art.14 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1706/3022] BWBR0048156 art.14 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1707/3022] BWBR0048156 art.14 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1708/3022] BWBR0048156 art.14 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1709/3022] BWBR0048156 art.14 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [1710/3022] BWBR0048156 art.14 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1711/3022] BWBR0048156 art.14 <-> BWBR0048156 art.22 -- NOT_A_CONFLICT
  [1712/3022] BWBR0048156 art.14 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1713/3022] BWBR0048156 art.14 <-> BWBR0048156 art.15 -- NOT_A_CONFLICT
  [1714/3022] BWBR0048156 art.14 <-> BWBR0048156 art.15 -- NOT_A_CONFLICT
  [1715/3022] BWBR0048156 art.14 <-> BWBR0048156 art.25 -- NOT_A_CONFLICT
  [1716/3022] BWBR0048156 art.14 <-> BWBR0048156 art.24 -- NOT_A_CONFLICT
  [1717/3022] BWBR0048156 art.14 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1718/3022] BWBR0048156 art.14 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1719/3022] BWBR0048156 art.14 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1720/3022] BWBR0048156 art.14 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [1721/3022] BWBR0048156 art.14 <-> BWBR0048156 art.22 -- NOT_A_CONFLICT
  [1722/3022] BWBR0048156 art.14 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1723/3022] BWBR0048156 art.14 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1724/3022] BWBR0048156 art.15 <-> BWBR0048156 art.15 -- NOT_A_CONFLICT
  [1725/3022] BWBR0048156 art.15 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1726/3022] BWBR0048156 art.15 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1727/3022] BWBR0048156 art.15 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1728/3022] BWBR0048156 art.15 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1729/3022] BWBR0048156 art.15 <-> BWBR0048156 art.22 -- NOT_A_CONFLICT
  [1730/3022] BWBR0048156 art.15 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1731/3022] BWBR0048156 art.15 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1732/3022] BWBR0048156 art.15 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1733/3022] BWBR0048156 art.15 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1734/3022] BWBR0048156 art.15 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1735/3022] BWBR0048156 art.15 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1736/3022] BWBR0048156 art.15 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1737/3022] BWBR0048156 art.15 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1738/3022] BWBR0048156 art.15 <-> BWBR0048156 art.22 -- NOT_A_CONFLICT
  [1739/3022] BWBR0048156 art.15 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1740/3022] BWBR0048156 art.16 <-> BWBR0048156 art.16 -- NOT_A_CONFLICT
  [1741/3022] BWBR0048156 art.15 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1742/3022] BWBR0048156 art.15 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1743/3022] BWBR0048156 art.16 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [1744/3022] BWBR0048156 art.16 <-> BWBR0009950 art.11.7 -- NOT_A_CONFLICT
  [1745/3022] BWBR0048156 art.16 <-> BWBR0009950 art.11.4 -- NOT_A_CONFLICT
  [1746/3022] BWBR0048156 art.16 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1747/3022] BWBR0048156 art.17 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1748/3022] BWBR0048156 art.16 <-> BWBR0009950 art.11.11 -- NOT_A_CONFLICT
  [1749/3022] BWBR0048156 art.17 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1750/3022] BWBR0048156 art.17 <-> BWBR0048156 art.22 -- NOT_A_CONFLICT
  [1751/3022] BWBR0048156 art.17 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1752/3022] BWBR0048156 art.17 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1753/3022] BWBR0048156 art.17 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1754/3022] BWBR0048156 art.17 <-> BWBR0051796 art.8 -- NOT_A_CONFLICT
  [1755/3022] BWBR0048156 art.17 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [1756/3022] BWBR0048156 art.17 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1757/3022] BWBR0048156 art.17 <-> BWBR0009950 art.11.10 -- NOT_A_CONFLICT
  [1758/3022] BWBR0048156 art.17 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1759/3022] BWBR0048156 art.17 <-> BWBR0051796 art.8 -- NOT_A_CONFLICT
  [1760/3022] BWBR0048156 art.17 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1761/3022] BWBR0048156 art.17 <-> BWBR0048156 art.22 -- NOT_A_CONFLICT
  [1762/3022] BWBR0048156 art.17 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1763/3022] BWBR0048156 art.17 <-> BWBR0051796 art.8 -- NOT_A_CONFLICT
  [1764/3022] BWBR0048156 art.17 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1765/3022] BWBR0048156 art.17 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1766/3022] BWBR0048156 art.17 <-> BWBR0048156 art.22 -- NOT_A_CONFLICT
  [1767/3022] BWBR0048156 art.17 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1768/3022] BWBR0048156 art.17 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [1769/3022] BWBR0048156 art.17 <-> BWBR0051796 art.8 -- NOT_A_CONFLICT
  [1770/3022] BWBR0048156 art.17 <-> BWBR0051796 art.8 -- NOT_A_CONFLICT
  [1771/3022] BWBR0048156 art.18 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1772/3022] BWBR0048156 art.18 <-> BWBR0048156 art.24 -- NOT_A_CONFLICT
  [1773/3022] BWBR0048156 art.18 <-> BWBR0048156 art.25 -- NOT_A_CONFLICT
  [1774/3022] BWBR0048156 art.18 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1775/3022] BWBR0048156 art.18 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [1776/3022] BWBR0048156 art.17 <-> BWBR0051796 art.8 -- NOT_A_CONFLICT
  [1777/3022] BWBR0048156 art.18 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [1778/3022] BWBR0048156 art.18 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [1779/3022] BWBR0048156 art.18 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [1780/3022] BWBR0048156 art.18 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [1781/3022] BWBR0048156 art.18 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [1782/3022] BWBR0048156 art.18 <-> 32016R0679 art.28 -- NOT_A_CONFLICT
  [1783/3022] BWBR0048156 art.18 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [1784/3022] BWBR0048156 art.18 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [1785/3022] BWBR0048156 art.18 <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [1786/3022] BWBR0048156 art.18 <-> 32016R0679 art.82 -- NOT_A_CONFLICT
  [1787/3022] BWBR0048156 art.18 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [1788/3022] BWBR0048156 art.17 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [1789/3022] BWBR0048156 art.18 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [1790/3022] BWBR0048156 art.18 <-> 32016R0679 art.83 -- NOT_A_CONFLICT
  [1791/3022] BWBR0048156 art.18 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [1792/3022] BWBR0048156 art.18 <-> 32022R2554 art.6 -- NOT_A_CONFLICT
  [1793/3022] BWBR0048156 art.18 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [1794/3022] BWBR0048156 art.18 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [1795/3022] BWBR0048156 art.18 <-> 32022R2554 art.13 -- NOT_A_CONFLICT
  [1796/3022] BWBR0048156 art.18 <-> 32022R2554 art.11 -- NOT_A_CONFLICT
